tic_id,obj_name,period_days,t0_bjd,depth_ppm,sde,status
1001207948358042,1SWASP J001207.94-835804.2,0.5298352983529835,2453866.7184606483,1724758.8019784677,28.26053278752089,Unvetted Candidate
1001208068219419,1SWASP J001208.06-821941.9,1.1388263882638827,2453867.174344907,6450736.026166335,20.80599763964012,Unvetted Candidate
1001214318204160,1SWASP J001214.31-820416.0,0.509750097500975,2453867.1489074077,22775766.982748132,2593.6778082621995,Unvetted Candidate
1001220568222329,1SWASP J001220.56-822232.9,0.5235952359523596,2453867.1223449074,9836079.955620501,48.37423444667971,Unvetted Candidate
1001227158305591,1SWASP J001227.15-830559.1,0.7070920709207092,2453867.338402778,1113580.922334943,9.920499764706737,Unvetted Candidate
1001227568231301,1SWASP J001227.56-823130.1,0.5302253022530226,2453867.171356481,1262327.3481145634,15.13796817108049,Unvetted Candidate
1001227868357446,1SWASP J001227.86-835744.6,0.5302253022530226,2453867.171460648,1365620.0347100424,16.784262712813117,Unvetted Candidate
1001228558150229,1SWASP J001228.55-815022.9,0.5298352983529835,2453866.7183101852,4741932.6367265135,168.6444384843905,Unvetted Candidate
1001240418334461,1SWASP J001240.41-833446.1,0.9742447424474245,2453867.648023148,20635365.299570747,212.90915052336425,Unvetted Candidate
1001248998158362,1SWASP J001248.99-815836.2,0.500390003900039,2453867.063310185,6339163.662796416,40.18499594371848,Unvetted Candidate
1001250718205300,1SWASP J001250.71-820530.0,0.5,2453867.123321759,34825022.40365696,606.3910927076046,Unvetted Candidate
1001256898344118,1SWASP J001256.89-834411.8,0.9742447424474245,2453867.6484375,3986050.2394662057,15.888596511548595,Unvetted Candidate
1001257468249233,1SWASP J001257.46-824923.3,0.5298352983529835,2453866.7189930556,14809353.311419122,1535.2186185170835,Unvetted Candidate
1001301918152459,1SWASP J001301.91-815245.9,0.5302253022530226,2453867.171310185,1053200.8892243607,9.983089017566856,Unvetted Candidate
1001307088153218,1SWASP J001307.08-815321.8,0.514040140401404,2453866.708310185,2294181.0513547817,44.737766919360325,Unvetted Candidate
1001310698218214,1SWASP J001310.69-821821.4,0.5,2453867.1143333334,18949084.974540107,179.5339106861708,Unvetted Candidate
